tag,model_name,psnr_h16,psnr_h32,mse_h16,mse_h32,finished_at,eval_id
ctx8_60m,ctx8_60m,19.064277292860407,18.046420192962216,0.9790412187576294,3.81687331199646,2026-02-21 21:07:07 UTC,rollout_eval_ctx8_vs_ctx12_60m_rerun_20260221_210642
ctx8_60m,ctx12_60m,18.715512624125516,14.56187791752468,3.1863114833831787,149.1607666015625,2026-02-21 21:07:07 UTC,rollout_eval_ctx8_vs_ctx12_60m_rerun_20260221_210642
ctx8_dfv0_2xh100_120m,ctx8_baseline_2xh100_60m,17.13326227405225,14.857351660001736,54.0230598449707,318.3116455078125,2026-02-22 13:51:32 UTC,rollout_eval_ctx8_baseline_vs_dfv0_2xh100_20260222_135113
ctx8_dfv0_2xh100_120m,ctx8_dfv0_2xh100_120m,19.44651296958093,19.371658852338427,0.7627291083335876,0.8270143866539001,2026-02-22 13:51:32 UTC,rollout_eval_ctx8_baseline_vs_dfv0_2xh100_20260222_135113
joint_686m_final,joint_686m_final,18.72953927200184,18.41160027902894,0.6960068941116333,0.9871853590011597,2026-02-23 13:07:12 UTC,rollout_eval_joint_686m_final_full_20260223
joint_1521m_final,joint_1521m_final,19.11351359484555,18.7173286908869,0.7668972015380859,1.0022051334381104,2026-02-26 13:32:41 UTC,rollout_eval_joint_1521m_final_preview_$(date -u +%Y%m%d_%H%M%S)
joint_1521m_resume360_final,joint_1521m_resume360_final,19.15049913354485,18.26528639165572,0.6690781712532043,0.9893218874931335,2026-02-27 18:48:32 UTC,rollout_eval_joint_1521m_resume360_final_preview_ddim20_20260226
