ddim_steps,rollout_seconds,frame_psnr_h1,frame_psnr_h16,frame_psnr_h32,frame_l1_h1,frame_l1_h16,frame_l1_h32
8,4.066712856292725,29.200657694185775,20.094015045396027,18.48504821101371,0.005461276043206453,0.021238958463072777,0.029759248718619347
12,6.061866283416748,28.96636836656349,19.793013148868322,18.657338604138097,0.0055733355693519115,0.022511659190058708,0.028680607676506042
20,9.998674631118774,28.754961500484356,19.706695064058792,18.140624526466727,0.005674535408616066,0.023125596344470978,0.032006070017814636
30,14.811846256256104,28.58973277491371,19.655113167023007,17.71071468458675,0.005805863067507744,0.023493735119700432,0.03431139513850212
